Bus_ID,Route_Name,Distance_km,Traffic_Density,Weather,Is_Peak_Hour,Actual_Travel_Time,Is_Late
SRT-B-2583,Salt Lake to Esplanade (Kolkata),2.63,8.0,Rainy,0,52.77,0
SRT-B-2584,MG Road to Whitefield (Bengaluru),7.08,10.0,Rainy,1,428.0,1
SRT-B-2585,T Nagar to Velachery (Chennai),0.59,10.0,Sunny,0,41.97,0
SRT-B-2586,Banjara Hills to Ameerpet (Hyderabad),5.87,10.0,Rainy,0,71.57,1
SRT-B-2587,Station to Adajan (Surat),8.95,4.0,Rainy,0,57.83,0
SRT-B-2588,Vesu to Varachha (Surat),3.82,1.0,,0,16.73,0
SRT-B-2589,Udhna to Pal (Surat),8.1,1.0,Cloudy,1,41.0,0
SRT-B-2590,Rander to Piplod (Surat),0.83,1.0,,0,18.77,0
SRT-B-2591,Shivaji Nagar to Hinjewadi (Pune),1.42,3.0,Rainy,0,28.73,0
SRT-B-2592,Navrangpura to Maninagar (Ahmedabad),7.48,1.0,Rainy,0,40.93,0
SRT-B-2593,Alambagh to Charbagh (Lucknow),5.76,9.0,Cloudy,1,65.2,1
SRT-B-2594,Patna Junction to Kankarbagh (Patna),8.77,5.0,Rainy,1,71.23,1
SRT-B-2595,Sector 17 to Mohali (Chandigarh),8.57,5.0,Sunny,0,48.57,0
SRT-B-2596,Connaught Place to Karol Bagh (Delhi),3.26,6.0,Sunny,0,34.87,0
SRT-B-2597,Andheri East to Andheri West (Mumbai),,6.0,Rainy,1,63.37,1
SRT-B-2598,Salt Lake to Esplanade (Kolkata),0.44,5.0,Sunny,1,31.47,0
SRT-B-2599,MG Road to Whitefield (Bengaluru),1.9,10.0,Cloudy,0,46.33,0
SRT-B-2600,T Nagar to Velachery (Chennai),2.2,2.0,Sunny,0,15.33,0
SRT-B-2601,Banjara Hills to Ameerpet (Hyderabad),4.0,1.0,Rainy,0,29.33,0
SRT-B-2602,Station to Adajan (Surat),7.47,6.0,Sunny,1,58.9,0
SRT-B-2603,Vesu to Varachha (Surat),0.87,10.0,Sunny,0,42.9,0
SRT-B-2604,Udhna to Pal (Surat),5.15,8.0,Rainy,1,71.17,1
SRT-B-2605,Rander to Piplod (Surat),6.67,10.0,Cloudy,0,62.23,1
SRT-B-2606,Shivaji Nagar to Hinjewadi (Pune),7.82,,Sunny,0,42.07,0
SRT-B-2607,Navrangpura to Maninagar (Ahmedabad),3.94,10.0,Foggy,0,61.13,1
SRT-B-2608,Alambagh to Charbagh (Lucknow),7.67,6.0,Cloudy,0,49.57,0
SRT-B-2609,Patna Junction to Kankarbagh (Patna),3.58,7.0,Foggy,0,47.93,0
SRT-B-2610,Sector 17 to Mohali (Chandigarh),5.62,9.0,Sunny,0,54.73,0
SRT-B-2611,Connaught Place to Karol Bagh (Delhi),8.55,2.0,Sunny,0,36.5,0
SRT-B-2612,Andheri East to Andheri West (Mumbai),0.58,1.0,Cloudy,0,5.93,0
SRT-B-2613,Salt Lake to Esplanade (Kolkata),1.19,2.0,Foggy,1,29.97,0
SRT-B-2614,MG Road to Whitefield (Bengaluru),8.08,1.0,Sunny,0,30.93,0
SRT-B-2615,T Nagar to Velachery (Chennai),0.43,7.0,Sunny,0,-20.0,0
SRT-B-2616,Banjara Hills to Ameerpet (Hyderabad),6.22,7.0,Rainy,1,70.73,1
SRT-B-2617,Station to Adajan (Surat),2.11,,Rainy,0,51.03,0
SRT-B-2618,Vesu to Varachha (Surat),1.19,8.0,,0,35.97,0
SRT-B-2619,Udhna to Pal (Surat),4.8,,,1,34.0,0
SRT-B-2620,Rander to Piplod (Surat),4.96,10.0,Sunny,0,56.53,0
SRT-B-2621,Shivaji Nagar to Hinjewadi (Pune),3.41,10.0,Rainy,1,73.37,1
SRT-B-2622,Navrangpura to Maninagar (Ahmedabad),7.21,3.0,Cloudy,0,36.03,0
SRT-B-2623,Alambagh to Charbagh (Lucknow),4.56,2.0,Sunny,0,23.2,0
SRT-B-2624,Patna Junction to Kankarbagh (Patna),6.74,2.0,Sunny,1,40.47,0
SRT-B-2625,Sector 17 to Mohali (Chandigarh),1.57,10.0,Foggy,1,63.23,1
SRT-B-2626,Connaught Place to Karol Bagh (Delhi),0.92,5.0,Rainy,0,35.07,0
SRT-B-2627,Andheri East to Andheri West (Mumbai),3.75,6.0,Foggy,1,54.5,0
SRT-B-2628,Salt Lake to Esplanade (Kolkata),3.44,4.0,Cloudy,0,27.47,0
SRT-B-2629,MG Road to Whitefield (Bengaluru),,6.0,Cloudy,0,52.67,0
SRT-B-2630,T Nagar to Velachery (Chennai),2.92,7.0,Cloudy,0,37.73,0
SRT-B-2631,Banjara Hills to Ameerpet (Hyderabad),4.45,6.0,Sunny,1,48.83,0
SRT-B-2632,Station to Adajan (Surat),8.12,2.0,Sunny,0,35.07,0
SRT-B-2633,Vesu to Varachha (Surat),6.31,4.0,Sunny,1,47.03,0
SRT-B-2634,Udhna to Pal (Surat),6.86,3.0,Rainy,0,46.87,0
SRT-B-2635,Rander to Piplod (Surat),5.94,4.0,Rainy,1,57.8,0
SRT-B-2636,Shivaji Nagar to Hinjewadi (Pune),6.67,8.0,Cloudy,0,54.23,0
SRT-B-2637,Navrangpura to Maninagar (Ahmedabad),5.77,8.0,Sunny,0,51.23,0
SRT-B-2638,Alambagh to Charbagh (Lucknow),1.27,10.0,Sunny,0,44.23,0
SRT-B-2639,Patna Junction to Kankarbagh (Patna),8.22,8.0,Sunny,0,59.4,0
SRT-B-2640,Sector 17 to Mohali (Chandigarh),6.44,7.0,Cloudy,0,49.47,0
SRT-B-2641,Connaught Place to Karol Bagh (Delhi),2.72,1.0,Foggy,1,31.07,0
SRT-B-2642,Andheri East to Andheri West (Mumbai),8.45,10.0,Sunny,1,78.17,1
SRT-B-2643,Salt Lake to Esplanade (Kolkata),,8.0,Cloudy,1,51.7,0
SRT-B-2644,MG Road to Whitefield (Bengaluru),0.5,10.0,Cloudy,0,41.67,0
SRT-B-2645,T Nagar to Velachery (Chennai),1.4,,Sunny,1,26.67,0
SRT-B-2646,Banjara Hills to Ameerpet (Hyderabad),8.08,4.0,Cloudy,0,42.93,0
SRT-B-2647,Station to Adajan (Surat),4.8,4.0,Cloudy,0,32.0,0
SRT-B-2648,Vesu to Varachha (Surat),7.07,2.0,Foggy,0,39.57,0
SRT-B-2649,Udhna to Pal (Surat),6.66,7.0,Cloudy,0,50.2,0
SRT-B-2650,Rander to Piplod (Surat),1.67,6.0,Rainy,1,51.57,0
SRT-B-2651,Shivaji Nagar to Hinjewadi (Pune),8.14,7.0,Foggy,1,73.13,1
SRT-B-2652,Navrangpura to Maninagar (Ahmedabad),45.0,4.0,Foggy,0,43.57,0
SRT-B-2653,Alambagh to Charbagh (Lucknow),2.14,7.0,Sunny,1,45.13,0
SRT-B-2654,Patna Junction to Kankarbagh (Patna),5.46,9.0,Sunny,1,64.2,1
SRT-B-2655,Sector 17 to Mohali (Chandigarh),45.0,6.0,Cloudy,1,57.33,0
SRT-B-2656,Connaught Place to Karol Bagh (Delhi),3.98,3.0,Sunny,1,35.27,0
SRT-B-2657,Andheri East to Andheri West (Mumbai),3.09,9.0,,1,64.3,1
SRT-B-2658,Salt Lake to Esplanade (Kolkata),3.98,1.0,Sunny,0,17.27,0
SRT-B-2659,MG Road to Whitefield (Bengaluru),4.98,7.0,Cloudy,1,54.6,0
SRT-B-2660,T Nagar to Velachery (Chennai),3.3,6.0,Cloudy,0,35.0,0
SRT-B-2661,Banjara Hills to Ameerpet (Hyderabad),,3.0,Sunny,0,28.87,0
SRT-B-2662,Station to Adajan (Surat),2.66,3.0,Sunny,0,62.61,1
SRT-B-2663,Vesu to Varachha (Surat),5.78,2.0,Sunny,0,27.27,0
SRT-B-2664,Udhna to Pal (Surat),5.67,5.0,Rainy,0,50.9,0
SRT-B-2665,Rander to Piplod (Surat),2.54,7.0,Cloudy,0,36.47,0
SRT-B-2666,Shivaji Nagar to Hinjewadi (Pune),7.81,8.0,Rainy,0,70.03,1
SRT-B-2667,Navrangpura to Maninagar (Ahmedabad),5.96,7.0,Sunny,0,47.87,0
SRT-B-2668,Alambagh to Charbagh (Lucknow),4.19,9.0,Sunny,0,49.97,0
SRT-B-2669,Patna Junction to Kankarbagh (Patna),1.43,4.0,Cloudy,0,20.77,0
SRT-B-2670,Sector 17 to Mohali (Chandigarh),3.04,,Foggy,1,52.13,0
SRT-B-2671,Connaught Place to Karol Bagh (Delhi),3.58,4.0,Rainy,1,49.93,0
SRT-B-2672,Andheri East to Andheri West (Mumbai),4.87,9.0,Rainy,0,64.23,1
SRT-B-2673,Salt Lake to Esplanade (Kolkata),1.93,5.0,Sunny,0,26.43,0
SRT-B-2674,MG Road to Whitefield (Bengaluru),7.24,5.0,,0,44.13,0
SRT-B-2675,T Nagar to Velachery (Chennai),4.13,9.0,Rainy,0,61.77,1
SRT-B-2676,Banjara Hills to Ameerpet (Hyderabad),5.7,3.0,Sunny,1,41.0,0
SRT-B-2677,Station to Adajan (Surat),1.48,4.0,Sunny,0,20.93,0
SRT-B-2678,Vesu to Varachha (Surat),7.91,,Cloudy,0,62.37,1
SRT-B-2679,Udhna to Pal (Surat),4.81,6.0,Sunny,1,50.03,0
SRT-B-2680,Rander to Piplod (Surat),5.06,7.0,Sunny,1,54.87,0
SRT-B-2681,Shivaji Nagar to Hinjewadi (Pune),6.66,3.0,Sunny,0,34.2,0
SRT-B-2682,Navrangpura to Maninagar (Ahmedabad),,6.0,Cloudy,0,32.5,0
SRT-B-2683,Alambagh to Charbagh (Lucknow),7.7,4.0,Sunny,0,41.67,0
SRT-B-2684,Patna Junction to Kankarbagh (Patna),2.01,5.0,Sunny,0,26.7,0
SRT-B-2685,Sector 17 to Mohali (Chandigarh),8.04,5.0,Foggy,1,64.8,1
SRT-B-2686,Connaught Place to Karol Bagh (Delhi),6.96,,Sunny,1,45.2,0
SRT-B-2687,Andheri East to Andheri West (Mumbai),5.54,8.0,Sunny,0,50.47,0
SRT-B-2688,Salt Lake to Esplanade (Kolkata),1.77,9.0,Rainy,1,63.9,1
SRT-B-2689,MG Road to Whitefield (Bengaluru),6.66,5.0,Cloudy,1,52.2,0
SRT-B-2690,T Nagar to Velachery (Chennai),6.26,7.0,Cloudy,1,58.87,0
SRT-B-2691,Banjara Hills to Ameerpet (Hyderabad),7.14,6.0,,0,143.39999999999998,1
SRT-B-2692,Station to Adajan (Surat),6.47,7.0,Sunny,0,49.57,0
SRT-B-2693,Vesu to Varachha (Surat),7.93,8.0,Sunny,0,58.43,0
SRT-B-2694,Udhna to Pal (Surat),6.48,2.0,Sunny,0,29.6,0
SRT-B-2695,Rander to Piplod (Surat),4.81,5.0,Cloudy,1,46.03,0
SRT-B-2696,Shivaji Nagar to Hinjewadi (Pune),4.28,3.0,Sunny,0,26.27,0
SRT-B-2697,Navrangpura to Maninagar (Ahmedabad),,7.0,Cloudy,0,29.83,0
SRT-B-2698,Alambagh to Charbagh (Lucknow),4.49,4.0,Rainy,0,42.97,0
SRT-B-2699,Patna Junction to Kankarbagh (Patna),1.52,10.0,Rainy,1,67.07,1
SRT-B-2700,Sector 17 to Mohali (Chandigarh),0.57,2.0,Sunny,1,19.9,0
SRT-B-2701,Connaught Place to Karol Bagh (Delhi),7.22,2.0,Foggy,0,40.07,0
SRT-B-2702,Andheri East to Andheri West (Mumbai),5.46,6.0,,0,42.2,0
SRT-B-2703,Salt Lake to Esplanade (Kolkata),2.73,,Cloudy,1,47.1,0
SRT-B-2704,MG Road to Whitefield (Bengaluru),8.37,4.0,Sunny,0,43.9,0
SRT-B-2705,T Nagar to Velachery (Chennai),3.82,,Sunny,1,62.73,1
SRT-B-2706,Banjara Hills to Ameerpet (Hyderabad),5.66,3.0,Foggy,0,38.87,0
SRT-B-2707,Station to Adajan (Surat),8.33,10.0,,0,67.77,1
SRT-B-2708,Vesu to Varachha (Surat),5.59,6.0,Sunny,0,42.63,0
SRT-B-2709,Udhna to Pal (Surat),3.62,1.0,Rainy,1,38.07,0
SRT-B-2710,Rander to Piplod (Surat),8.93,8.0,Sunny,0,61.77,1
SRT-B-2711,Shivaji Nagar to Hinjewadi (Pune),5.72,6.0,Sunny,1,159.21,1
SRT-B-2712,Navrangpura to Maninagar (Ahmedabad),7.99,6.0,Cloudy,1,60.63,1
SRT-B-2713,Alambagh to Charbagh (Lucknow),7.92,6.0,Sunny,1,60.4,1
SRT-B-2714,Patna Junction to Kankarbagh (Patna),7.33,3.0,Sunny,0,36.43,0
SRT-B-2715,Sector 17 to Mohali (Chandigarh),6.54,9.0,Foggy,0,65.8,1
SRT-B-2716,Connaught Place to Karol Bagh (Delhi),8.21,10.0,Sunny,0,202.11,1
SRT-B-2717,Andheri East to Andheri West (Mumbai),8.25,1.0,Sunny,1,41.5,0
SRT-B-2718,Salt Lake to Esplanade (Kolkata),4.07,8.0,Sunny,1,55.57,0
SRT-B-2719,MG Road to Whitefield (Bengaluru),2.04,6.0,,0,-20.0,0
SRT-B-2720,T Nagar to Velachery (Chennai),4.03,6.0,Sunny,0,37.43,0
SRT-B-2721,Banjara Hills to Ameerpet (Hyderabad),3.96,9.0,Cloudy,1,59.2,0
SRT-B-2722,Station to Adajan (Surat),6.52,10.0,Sunny,0,61.73,1
SRT-B-2723,Vesu to Varachha (Surat),0.73,9.0,Sunny,0,38.43,0
SRT-B-2724,Udhna to Pal (Surat),3.41,6.0,Rainy,1,57.37,0
SRT-B-2725,Rander to Piplod (Surat),4.32,4.0,Foggy,0,38.4,0
SRT-B-2726,Shivaji Nagar to Hinjewadi (Pune),4.6,10.0,Sunny,0,55.33,0
SRT-B-2727,Navrangpura to Maninagar (Ahmedabad),4.97,1.0,Cloudy,0,20.57,0
SRT-B-2728,Alambagh to Charbagh (Lucknow),7.46,9.0,Sunny,1,70.87,1
SRT-B-2729,Patna Junction to Kankarbagh (Patna),3.64,6.0,Sunny,1,46.13,0
SRT-B-2730,Sector 17 to Mohali (Chandigarh),5.56,3.0,Foggy,1,48.53,0
SRT-B-2731,Connaught Place to Karol Bagh (Delhi),0.42,6.0,Sunny,0,25.4,0
SRT-B-2732,Andheri East to Andheri West (Mumbai),3.31,5.0,Sunny,1,41.03,0
SRT-B-2733,Salt Lake to Esplanade (Kolkata),4.73,3.0,Cloudy,1,37.77,0
SRT-B-2734,MG Road to Whitefield (Bengaluru),0.86,4.0,Rainy,1,40.87,0
SRT-B-2735,T Nagar to Velachery (Chennai),,10.0,Sunny,1,369.65000000000003,1
SRT-B-2736,Banjara Hills to Ameerpet (Hyderabad),8.08,3.0,Rainy,0,50.93,0
SRT-B-2737,Station to Adajan (Surat),3.06,7.0,Rainy,0,50.2,0
SRT-B-2738,Vesu to Varachha (Surat),5.96,8.0,Foggy,1,69.87,1
SRT-B-2739,Udhna to Pal (Surat),3.26,9.0,Cloudy,0,46.87,0
SRT-B-2740,Rander to Piplod (Surat),4.63,1.0,Foggy,1,37.43,0
SRT-B-2741,Shivaji Nagar to Hinjewadi (Pune),3.83,1.0,Foggy,0,24.77,0
SRT-B-2742,Navrangpura to Maninagar (Ahmedabad),2.72,6.0,Sunny,0,33.07,0
SRT-B-2743,Alambagh to Charbagh (Lucknow),7.84,7.0,Rainy,0,66.13,1
SRT-B-2744,Patna Junction to Kankarbagh (Patna),2.88,8.0,Sunny,0,41.6,0
SRT-B-2745,Sector 17 to Mohali (Chandigarh),3.69,7.0,Sunny,0,40.3,0
SRT-B-2746,Connaught Place to Karol Bagh (Delhi),2.01,6.0,Cloudy,1,40.7,0
SRT-B-2747,Andheri East to Andheri West (Mumbai),2.17,6.0,Sunny,1,41.23,0
SRT-B-2748,Salt Lake to Esplanade (Kolkata),7.68,4.0,Rainy,0,53.6,0
SRT-B-2749,MG Road to Whitefield (Bengaluru),1.11,9.0,Cloudy,1,49.7,0
SRT-B-2750,T Nagar to Velachery (Chennai),,8.0,Sunny,0,52.27,0
SRT-B-2751,Banjara Hills to Ameerpet (Hyderabad),4.32,7.0,Rainy,1,64.4,1
SRT-B-2752,Station to Adajan (Surat),5.76,6.0,Foggy,0,51.2,0
SRT-B-2753,Vesu to Varachha (Surat),6.56,9.0,Cloudy,0,57.87,0
SRT-B-2754,Udhna to Pal (Surat),8.95,2.0,Cloudy,0,37.83,0
SRT-B-2755,Rander to Piplod (Surat),7.97,10.0,,0,78.57,1
SRT-B-2756,Shivaji Nagar to Hinjewadi (Pune),,6.0,Sunny,0,32.57,0
SRT-B-2757,Navrangpura to Maninagar (Ahmedabad),4.74,5.0,Foggy,1,53.8,0
SRT-B-2758,Alambagh to Charbagh (Lucknow),1.79,7.0,Foggy,0,41.97,0
SRT-B-2759,Patna Junction to Kankarbagh (Patna),1.29,3.0,Cloudy,0,16.3,0
SRT-B-2760,Sector 17 to Mohali (Chandigarh),7.74,8.0,Cloudy,0,57.8,0
SRT-B-2761,Connaught Place to Karol Bagh (Delhi),4.37,,,0,54.57,0
SRT-B-2762,Andheri East to Andheri West (Mumbai),4.59,4.0,Rainy,1,53.3,0
SRT-B-2763,Salt Lake to Esplanade (Kolkata),2.57,7.0,Sunny,0,36.57,0
SRT-B-2764,MG Road to Whitefield (Bengaluru),7.7,10.0,Rainy,1,87.67,1
SRT-B-2765,T Nagar to Velachery (Chennai),4.99,2.0,Sunny,0,24.63,0
SRT-B-2766,Banjara Hills to Ameerpet (Hyderabad),2.43,,Rainy,0,40.1,0
SRT-B-2767,Station to Adajan (Surat),4.78,2.0,Cloudy,0,23.93,0
SRT-B-2768,Vesu to Varachha (Surat),0.7,1.0,Sunny,0,6.33,0
SRT-B-2769,Udhna to Pal (Surat),4.97,9.0,Sunny,0,52.57,0
SRT-B-2770,Rander to Piplod (Surat),4.81,8.0,Sunny,1,58.03,0
SRT-B-2771,Shivaji Nagar to Hinjewadi (Pune),1.84,9.0,Rainy,0,54.13,0
SRT-B-2772,Navrangpura to Maninagar (Ahmedabad),3.17,9.0,Cloudy,1,56.57,0
SRT-B-2773,Alambagh to Charbagh (Lucknow),6.47,8.0,Cloudy,1,63.57,1
SRT-B-2774,Patna Junction to Kankarbagh (Patna),1.17,5.0,Sunny,1,33.9,0
SRT-B-2775,Sector 17 to Mohali (Chandigarh),5.41,5.0,Rainy,0,50.03,0
SRT-B-2776,Connaught Place to Karol Bagh (Delhi),45.0,8.0,Foggy,0,57.8,0
SRT-B-2777,Andheri East to Andheri West (Mumbai),45.0,5.0,Sunny,0,38.43,0
SRT-B-2778,Salt Lake to Esplanade (Kolkata),5.24,5.0,Rainy,1,59.47,0
SRT-B-2779,MG Road to Whitefield (Bengaluru),0.97,1.0,Rainy,1,29.23,0
SRT-B-2780,T Nagar to Velachery (Chennai),3.92,5.0,Rainy,0,45.07,0
SRT-B-2781,Banjara Hills to Ameerpet (Hyderabad),1.77,4.0,Cloudy,0,21.9,0
SRT-B-2782,Station to Adajan (Surat),5.99,4.0,,0,35.97,0
SRT-B-2783,Vesu to Varachha (Surat),7.78,2.0,Sunny,1,43.93,0
SRT-B-2784,Udhna to Pal (Surat),1.18,6.0,Cloudy,1,37.93,0
SRT-B-2785,Rander to Piplod (Surat),4.91,6.0,Cloudy,1,50.37,0
SRT-B-2786,Shivaji Nagar to Hinjewadi (Pune),7.67,6.0,Sunny,0,49.57,0
SRT-B-2787,Navrangpura to Maninagar (Ahmedabad),2.74,8.0,Cloudy,1,51.13,0
SRT-B-2788,Alambagh to Charbagh (Lucknow),2.87,1.0,Sunny,1,23.57,0
SRT-B-2789,Patna Junction to Kankarbagh (Patna),0.48,4.0,Cloudy,0,17.6,0
SRT-B-2790,Sector 17 to Mohali (Chandigarh),1.05,6.0,Sunny,1,37.5,0
SRT-B-2791,Connaught Place to Karol Bagh (Delhi),4.54,4.0,Cloudy,0,31.13,0
SRT-B-2792,Andheri East to Andheri West (Mumbai),2.58,6.0,Sunny,0,32.6,0
SRT-B-2793,Salt Lake to Esplanade (Kolkata),1.98,4.0,Sunny,0,22.6,0
SRT-B-2794,MG Road to Whitefield (Bengaluru),,2.0,Foggy,0,22.9,0
SRT-B-2795,T Nagar to Velachery (Chennai),3.2,2.0,Sunny,1,28.67,0
SRT-B-2796,Banjara Hills to Ameerpet (Hyderabad),0.61,,Cloudy,1,40.03,0
SRT-B-2797,Station to Adajan (Surat),1.6,5.0,Cloudy,1,-20.0,0
SRT-B-2798,Vesu to Varachha (Surat),3.82,4.0,Foggy,1,46.73,0
SRT-B-2799,Udhna to Pal (Surat),4.68,7.0,Sunny,0,43.6,0
SRT-B-2800,Rander to Piplod (Surat),0.6,7.0,Cloudy,1,40.0,0
SRT-B-2801,Shivaji Nagar to Hinjewadi (Pune),4.92,2.0,Cloudy,1,34.4,0
SRT-B-2802,Navrangpura to Maninagar (Ahmedabad),3.88,5.0,Cloudy,1,42.93,0
SRT-B-2803,Alambagh to Charbagh (Lucknow),6.37,6.0,Rainy,1,67.23,1
SRT-B-2804,Patna Junction to Kankarbagh (Patna),2.68,1.0,Sunny,0,12.93,0
SRT-B-2805,Sector 17 to Mohali (Chandigarh),2.6,10.0,Sunny,0,48.67,0
SRT-B-2806,Connaught Place to Karol Bagh (Delhi),8.07,3.0,Cloudy,1,48.9,0
SRT-B-2807,Andheri East to Andheri West (Mumbai),,7.0,Rainy,1,62.6,1
SRT-B-2808,Salt Lake to Esplanade (Kolkata),5.29,5.0,Cloudy,0,37.63,0
SRT-B-2809,MG Road to Whitefield (Bengaluru),5.05,8.0,Sunny,0,48.83,0
SRT-B-2810,T Nagar to Velachery (Chennai),4.45,10.0,Rainy,0,66.83,1
SRT-B-2811,Banjara Hills to Ameerpet (Hyderabad),6.52,9.0,Cloudy,0,57.73,0
SRT-B-2812,Station to Adajan (Surat),1.0,6.0,Sunny,1,37.33,0
SRT-B-2813,Vesu to Varachha (Surat),2.25,1.0,Sunny,0,11.5,0
SRT-B-2814,Udhna to Pal (Surat),7.04,3.0,Rainy,0,47.47,0
SRT-B-2815,Rander to Piplod (Surat),8.58,6.0,,1,62.6,1
SRT-B-2816,Shivaji Nagar to Hinjewadi (Pune),,6.0,,0,40.43,0
SRT-B-2817,Navrangpura to Maninagar (Ahmedabad),3.73,8.0,Sunny,1,163.29,1
SRT-B-2818,Alambagh to Charbagh (Lucknow),2.49,6.0,Sunny,0,32.3,0
SRT-B-2819,Patna Junction to Kankarbagh (Patna),2.33,7.0,Rainy,0,238.85000000000002,1
SRT-B-2820,Sector 17 to Mohali (Chandigarh),0.68,7.0,Rainy,0,42.27,0
SRT-B-2821,Connaught Place to Karol Bagh (Delhi),1.99,2.0,Sunny,0,14.63,0
SRT-B-2822,Andheri East to Andheri West (Mumbai),45.0,5.0,Rainy,0,35.2,0
SRT-B-2823,Salt Lake to Esplanade (Kolkata),6.66,8.0,Cloudy,0,54.2,0
SRT-B-2824,MG Road to Whitefield (Bengaluru),,2.0,Rainy,1,52.83,0
SRT-B-2825,T Nagar to Velachery (Chennai),0.72,9.0,Sunny,0,38.4,0
SRT-B-2826,Banjara Hills to Ameerpet (Hyderabad),,10.0,Sunny,0,48.27,0
SRT-B-2827,Station to Adajan (Surat),,8.0,Sunny,0,58.8,0
SRT-B-2828,Vesu to Varachha (Surat),4.32,1.0,Cloudy,0,18.4,0
SRT-B-2829,Udhna to Pal (Surat),7.73,7.0,,0,53.77,0
SRT-B-2830,Rander to Piplod (Surat),2.21,8.0,,0,39.37,0
SRT-B-2831,Shivaji Nagar to Hinjewadi (Pune),2.08,4.0,Sunny,1,32.93,0
SRT-B-2832,Navrangpura to Maninagar (Ahmedabad),,8.0,Cloudy,1,45.6,0
SRT-B-2833,Alambagh to Charbagh (Lucknow),7.86,9.0,Cloudy,0,62.2,1
SRT-B-2834,Patna Junction to Kankarbagh (Patna),6.61,10.0,Cloudy,1,72.03,1
SRT-B-2835,Sector 17 to Mohali (Chandigarh),1.73,10.0,Sunny,1,55.77,0
SRT-B-2836,Connaught Place to Karol Bagh (Delhi),3.32,1.0,Sunny,1,25.07,0
SRT-B-2837,Andheri East to Andheri West (Mumbai),8.8,1.0,Rainy,1,55.33,0
SRT-B-2838,Salt Lake to Esplanade (Kolkata),45.0,9.0,Foggy,0,62.17,1
SRT-B-2839,MG Road to Whitefield (Bengaluru),9.0,6.0,Rainy,0,-20.0,0
SRT-B-2840,T Nagar to Velachery (Chennai),8.04,6.0,Cloudy,1,60.8,1
SRT-B-2841,Banjara Hills to Ameerpet (Hyderabad),1.81,10.0,Cloudy,0,46.03,0
SRT-B-2842,Station to Adajan (Surat),4.54,9.0,Rainy,1,73.13,1
SRT-B-2843,Vesu to Varachha (Surat),1.13,9.0,Sunny,1,49.77,0
SRT-B-2844,Udhna to Pal (Surat),3.36,9.0,Sunny,1,57.2,0
SRT-B-2845,Rander to Piplod (Surat),1.52,5.0,Sunny,1,35.07,0
SRT-B-2846,Shivaji Nagar to Hinjewadi (Pune),2.57,5.0,Sunny,0,28.57,0
SRT-B-2847,Navrangpura to Maninagar (Ahmedabad),7.6,10.0,Cloudy,1,75.33,1
SRT-B-2848,Alambagh to Charbagh (Lucknow),,,Sunny,1,25.17,0
SRT-B-2849,Patna Junction to Kankarbagh (Patna),5.52,5.0,Sunny,0,38.4,0
SRT-B-2850,Sector 17 to Mohali (Chandigarh),2.6,5.0,Rainy,0,40.67,0
SRT-B-2851,Connaught Place to Karol Bagh (Delhi),8.05,5.0,Sunny,0,46.83,0
SRT-B-2852,Andheri East to Andheri West (Mumbai),4.65,2.0,Sunny,0,23.5,0
SRT-B-2853,Salt Lake to Esplanade (Kolkata),7.42,10.0,,0,64.73,1
SRT-B-2854,MG Road to Whitefield (Bengaluru),8.35,9.0,Sunny,1,73.83,1
SRT-B-2855,T Nagar to Velachery (Chennai),2.12,3.0,Foggy,0,27.07,0
SRT-B-2856,Banjara Hills to Ameerpet (Hyderabad),7.25,9.0,Cloudy,1,70.17,1
SRT-B-2857,Station to Adajan (Surat),6.0,4.0,Sunny,0,36.0,0
SRT-B-2858,Vesu to Varachha (Surat),7.27,1.0,,0,28.23,0
SRT-B-2859,Udhna to Pal (Surat),7.76,7.0,Cloudy,1,63.87,1
SRT-B-2860,Rander to Piplod (Surat),8.82,2.0,Cloudy,1,47.4,0
SRT-B-2861,Shivaji Nagar to Hinjewadi (Pune),1.3,5.0,Sunny,0,24.33,0
SRT-B-2862,Navrangpura to Maninagar (Ahmedabad),6.5,,Rainy,1,59.67,0
SRT-B-2863,Alambagh to Charbagh (Lucknow),8.57,1.0,Sunny,1,42.57,0
SRT-B-2864,Patna Junction to Kankarbagh (Patna),4.12,9.0,Sunny,0,49.73,0
SRT-B-2865,Sector 17 to Mohali (Chandigarh),5.95,,Sunny,0,51.83,0
SRT-B-2866,Connaught Place to Karol Bagh (Delhi),5.75,1.0,Foggy,1,41.17,0
SRT-B-2867,Andheri East to Andheri West (Mumbai),6.76,3.0,Sunny,0,34.53,0
SRT-B-2868,Salt Lake to Esplanade (Kolkata),1.26,,Sunny,0,20.2,0
SRT-B-2869,MG Road to Whitefield (Bengaluru),5.18,6.0,Cloudy,0,41.27,0
SRT-B-2870,T Nagar to Velachery (Chennai),6.37,3.0,Cloudy,0,33.23,0
SRT-B-2871,Banjara Hills to Ameerpet (Hyderabad),6.69,10.0,Rainy,0,74.3,1
SRT-B-2872,Station to Adajan (Surat),,6.0,Cloudy,0,49.27,0
SRT-B-2873,Vesu to Varachha (Surat),3.0,10.0,Sunny,0,50.0,0
SRT-B-2874,Udhna to Pal (Surat),3.09,8.0,Cloudy,0,42.3,0
SRT-B-2875,Rander to Piplod (Surat),7.21,4.0,Cloudy,0,40.03,0
SRT-B-2876,Shivaji Nagar to Hinjewadi (Pune),4.47,8.0,Foggy,0,54.9,0
