From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Manali,Chandigarh,Swagatam Holidays,286,0:8:45,"2+2, Volvo Semi Sleeper, AC,",05:45:00 PM,02:30:00 AM
Manali,Katra,Himgiri Adventure & Tours,600,0:15:0,A/c,05:30:00 PM,08:30:00 AM
Manali,Shimla,Himgiri Adventure & Tours,360,0:9:0,Non A/c,08:15:00 AM,05:15:00 PM
Pragpar,Ahmedabad,H.K.Travels-,270,0:8:30,Non A/c,08:25:00 PM,04:55:00 AM
Kakinada,Hyderabad,SVR Tours &  Travels,484,0:11:0,Hi-Tech Non A/c,07:30:00 PM,06:30:00 AM
Kakinada,Hyderabad,Meghana Travels,484,0:12:15,"2+2, Executive AirBus, Non-AC,",06:45:00 PM,07:00:00 AM
Kakinada,Hyderabad,SVR Tours &  Travels,484,0:14:0,Hi-Tech Non A/c,03:45:00 PM,05:45:00 AM
Kakinada,Hyderabad,SVR Tours &  Travels,484,0:9:15,Volvo Semi Sleeper,08:45:00 PM,06:00:00 AM
Kakinada,Hyderabad,Kaveri Kamakshi Travels,484,0:10:15,Volvo B9R Multi-Axle Semi Sleeper,08:15:00 PM,06:30:00 AM
Kakinada,Hyderabad,Kaveri Kamakshi Travels,484,0:11:15,Hi-Tech Non A/c,06:15:00 PM,05:30:00 AM
Kakinada,Hyderabad,SVR Tours &  Travels,484,0:12:0,Hi-Tech Non A/c,07:00:00 PM,07:00:00 AM
Kakinada,Hyderabad,Dhanunjaya Tours,484,0:9:45,A/C SLEEPER 2 TIER A/C,08:15:00 PM,06:00:00 AM
Kakinada,Hyderabad,Sree Kaleswari Travels,484,0:10:0,Volvo B9R Multi-Axle Semi Sleeper,09:00:00 PM,07:00:00 AM
Kakinada,Hyderabad,Dhanunjaya Tours,484,0:10:30,Hitech Non A/c,08:00:00 PM,06:30:00 AM
Kakinada,Hyderabad,Kaveri Kamakshi Travels,484,0:9:0,Hi-Tech Non A/c,09:00:00 PM,06:00:00 AM
Kakinada,Hyderabad,SVR Tours &  Travels,484,0:11:0,Hi-Tech Non A/c,08:00:00 PM,07:00:00 AM
Kakinada,Hyderabad,Kaveri Kamakshi Travels,484,0:11:15,A/C SLEEPER,07:45:00 PM,07:00:00 AM
Kakinada,Hyderabad,Kaveri Kamakshi Travels,484,0:12:0,Hi-Tech Non A/c,07:00:00 PM,07:00:00 AM
Kakinada,Hyderabad,Gowthami Travels,484,0:10:15,"2+2, Volvo Semi Sleeper, AC,",07:45:00 PM,06:00:00 AM
Kakinada,Raichur,SVR Tours &  Travels,691,0:15:0,Hi-Tech Non A/c,03:45:00 PM,06:45:00 AM
Kakinada,AmareshwarCamp,SVR Tours &  Travels,660,0:16:30,Hi-Tech Non A/c,03:45:00 PM,08:15:00 AM
Kakinada,Gangawati,SVR Tours &  Travels,830,0:18:0,Hi-Tech Non A/c,03:45:00 PM,09:45:00 AM
Kakinada,Sindhanur,SVR Tours &  Travels,781,0:17:0,Hi-Tech Non A/c,03:45:00 PM,08:45:00 AM
Kakinada,Manvi,SVR Tours &  Travels,738,0:16:0,Hi-Tech Non A/c,03:45:00 PM,07:45:00 AM
Gondia,LadKaranja,raj tour and travel-(2x1),410,0:10:15,Non A/c,01:30:00 PM,11:45:00 PM
Gondia,Jalna,raj tour and travel-(2x1),602,0:13:30,Non A/c,01:30:00 PM,03:00:00 AM
Gondia,Ner,raj tour and travel-(2x1),380,0:9:30,Non A/c,01:30:00 PM,11:00:00 PM
Gondia,Wardha,raj tour and travel-(2x1),238,0:6:30,Non A/c,01:30:00 PM,08:00:00 PM
Gondia,Aurangabad,raj tour and travel-(2x1),658,0:15:15,Non A/c,01:30:00 PM,04:45:00 AM
Gondia,Ahmednagar,raj tour and travel-(2x1),773,0:18:30,Non A/c,01:30:00 PM,08:00:00 AM
Gondia,Bhandara,raj tour and travel-(2x1),79,0:2:15,Non A/c,01:30:00 PM,03:45:00 PM
Gondia,Tumsar,raj tour and travel-(2x1),64,0:1:30,Non A/c,01:30:00 PM,03:00:00 PM
Gondia,Nagpur,raj tour and travel-(2x1),161,0:4:30,Non A/c,01:30:00 PM,06:00:00 PM
Gondia,Pune,raj tour and travel-(2x1),895,0:20:0,Non A/c,01:30:00 PM,09:30:00 AM
Gondia,Yavatmal,raj tour and travel-(2x1),308,0:8:0,Non A/c,01:30:00 PM,09:30:00 PM
Gannavaram,Bangalore,SVR Tours &  Travels,683,0:13:15,Hi-Tech Non A/c,06:45:00 PM,08:00:00 AM
Gannavaram,Narsannapeta,Shambhavi Travels,458,0:10:45,A/C Globus,09:45:00 PM,08:30:00 AM
Gannavaram,Visakhapatnam,Sree Kaleswari Travels,333,0:6:40,ISUZU,11:20:00 PM,06:00:00 AM
Gannavaram,Visakhapatnam,Shambhavi Travels,333,0:8:15,A/C Globus,09:45:00 PM,06:00:00 AM
Gannavaram,Visakhapatnam,Sree Kaleswari Travels,333,0:7:15,A/C Sleeper,10:45:00 PM,06:00:00 AM
Gannavaram,Visakhapatnam,Sree Kaleswari Travels,333,0:7:0,A/C Sleeper,11:00:00 PM,06:00:00 AM
Gannavaram,Srikakulam,Shambhavi Travels,436,0:10:15,A/C Globus,09:45:00 PM,08:00:00 AM
Gannavaram,Tirupati,SVR Tours &  Travels,436,0:9:15,Hi-Tech Non A/c,06:45:00 PM,04:00:00 AM
Gannavaram,Hyderabad,Morning Star Travels,292,0:7:15,"2+2, Air Suspension, Non-AC,",10:30:00 PM,05:45:00 AM
Gannavaram,Hyderabad,Dhanunjaya Tours,292,0:11:30,Hitech Non A/c,07:30:00 PM,07:00:00 AM
Gannavaram,Hyderabad,SVR Tours &  Travels,292,0:8:30,Volvo Semi Sleeper,10:00:00 PM,06:30:00 AM
Gannavaram,Hyderabad,Sree Kaleswari Travels,292,0:6:45,Volvo A/c,11:15:00 PM,06:00:00 AM
Gannavaram,Tekkali,Shambhavi Travels,488,0:11:0,A/C Globus,09:45:00 PM,08:45:00 AM
Palayakayal,Chennai,SRM Transports India Private Limited,314,0:7:51,Semi Sleeper Non A/C,07:15:00 PM,03:06:00 AM
Palayakayal,Chennai,SRM Transports India Private Limited,314,0:7:51,Multi-Axle Volvo(2+2)A/cSemi Sleeper,10:30:00 PM,06:21:00 AM
Palayakayal,Chennai,SRM Transports India Private Limited,314,0:7:51,Volvo,08:40:00 PM,04:31:00 AM
Barkur,Bangalore,Pragathi Bus,430,0:8:45,"1+2, Sleeper/Seater, Non-AC",08:00:00 PM,04:45:00 AM
Barkur,Bangalore,Durgamba Motors,430,0:10:45,Non A/C Sleeper,08:25:00 PM,06:00:00 AM
Pulgaon,Jalna,Indore Travels-HUMSAFAR,358,0:7:10,A/c,10:20:00 PM,05:30:00 AM
Pulgaon,Aurangabad,Indore Travels-HUMSAFAR,415,0:8:10,A/c,10:20:00 PM,06:30:00 AM
Pulgaon,Aurangabad,raj tour and travel-(2x1 slp-al-235),415,0:10:23,A/c,02:30:00 PM,12:53:00 AM
Pulgaon,Mehkar,Indore Travels-HUMSAFAR,208,0:5:40,A/c,10:20:00 PM,04:00:00 AM
Pulgaon,Ahmednagar,raj tour and travel-(2x1 slp-al-235),529,0:13:14,A/c,02:30:00 PM,03:44:00 AM
Pulgaon,Pune,raj tour and travel-(2x1 slp-al-235),651,0:16:17,A/c,02:30:00 PM,06:47:00 AM
Ferozpur,Moga,Jujhar,58,0:0:50,A/c,02:50:00 PM,03:40:00 PM
Ferozpur,Moga,Jujhar,58,0:0:50,A/c,07:30:00 AM,08:20:00 AM
Ferozpur,Moga,Jujhar,58,0:0:50,A/c,05:40:00 AM,06:30:00 AM
Ferozpur,Ludhiana,Jujhar,125,0:2:0,A/c,05:40:00 AM,07:40:00 AM
Ferozpur,Ludhiana,Jujhar,125,0:2:0,A/c,02:50:00 PM,04:50:00 PM
Ferozpur,Ludhiana,Jujhar,125,0:2:0,A/c,07:30:00 AM,09:30:00 AM
Ferozpur,Talwandi,Jujhar,20,0:0:30,A/c,07:30:00 AM,08:00:00 AM
Ferozpur,Talwandi,Jujhar,20,0:0:30,A/c,02:50:00 PM,03:20:00 PM
Ferozpur,Talwandi,Jujhar,20,0:0:30,A/c,05:40:00 AM,06:10:00 AM
Gobi,Bangalore,Kings Travels,262,0:5:45,"2+1, Sleeper/Seater, Non-AC",11:45:00 PM,05:30:00 AM
Gobi,Bangalore,ABT X Travels,262,0:6:33,2+2 A/c,11:59:00 PM,06:32:00 AM
Gobi,Hosur,Kings Travels,200,0:5:0,"2+1, Sleeper/Seater, Non-AC",11:45:00 PM,04:45:00 AM
Gobi,Chennai,Sri Kumaran Travels,429,0:7:15,"2+2, Semi Sleeper, AC,",10:30:00 PM,05:45:00 AM
Gobi,Chennai,ABT X Travels,429,0:10:44,2+2 A/c,10:30:00 PM,09:14:00 AM
Gobi,Chennai,KPN Travels,429,0:8:45,2+2 S.S NON A/C : 31,09:45:00 PM,06:30:00 AM
Kolkata,Kendrapada,Dolphin Bus Service (Dolphin Bus),415,0:8:45,"2+2, Sleeper/Seater, AC, Video",09:00:00 PM,05:45:00 AM
Kolkata,Asansol,Royal Cruiser,210,0:4:30,VOLVO,06:30:00 AM,11:00:00 AM
Kolkata,Asansol,Royal Cruiser,210,0:3:30,VOLVO,06:45:00 AM,10:15:00 AM
Kolkata,Asansol,Jai Dada,210,0:4:30,Volvo/Mercedeze,07:00:00 AM,11:30:00 AM
Kolkata,Asansol,Royal Cruiser,210,0:4:30,VOLVO,02:30:00 PM,07:00:00 PM
Kolkata,Asansol,Royal Cruiser,210,0:4:30,VOLVO,08:30:00 AM,01:00:00 PM
Kolkata,Asansol,Royal Cruiser,210,0:4:30,VOLVO,04:00:00 PM,08:30:00 PM
Kolkata,Dhenkanal,Dolphin Bus Service (Dolphin Bus),447,0:12:30,"2+2, Push Back Seater, Non-AC, Video",07:00:00 PM,07:30:00 AM
Kolkata,Raigunj,Royal Cruiser,400,0:8:30,VOLVO,08:30:00 PM,05:00:00 AM
Kolkata,Puri,Royal Cruiser,494,0:10:0,VOLVO,08:00:00 PM,06:00:00 AM
Kolkata,Puri,Dolphin Bus Service (Dolphin Bus),494,0:10:55,"2+2, Sleeper/Seater, AC, Video",08:50:00 PM,07:45:00 AM
Kolkata,Durgapur,Jai Dada,140,0:3:30,Volvo/Mercedeze,07:00:00 AM,10:30:00 AM
Kolkata,Durgapur,Royal Cruiser,140,0:3:30,VOLVO,06:30:00 AM,10:00:00 AM
Kolkata,Durgapur,Royal Cruiser,140,0:3:30,VOLVO,08:30:00 AM,12:00:00 PM
Kolkata,Durgapur,Royal Cruiser,100,0:2:30,VOLVO,06:45:00 AM,09:15:00 AM
Kolkata,Durgapur,Royal Cruiser,140,0:3:30,VOLVO,04:00:00 PM,07:30:00 PM
Kolkata,Durgapur,Royal Cruiser,140,0:3:30,VOLVO,02:30:00 PM,06:00:00 PM
Kolkata,Paradeep,Dolphin Bus Service (Dolphin Bus),449,0:9:30,"2+2, Sleeper/Seater, AC, Video",09:00:00 PM,06:30:00 AM
Kolkata,Cuttack,Dolphin Bus Service (Dolphin Bus),418,0:10:30,"2+2, Push Back Seater, Non-AC, Video",08:00:00 PM,06:30:00 AM
Kolkata,Cuttack,Dolphin Bus Service (Dolphin Bus),418,0:8:40,"2+2, Sleeper/Seater, AC, Video",08:50:00 PM,05:30:00 AM
Kolkata,Cuttack,Dolphin Bus Service (Dolphin Bus),418,0:11:30,"2+2, Push Back Seater, Non-AC, Video",07:00:00 PM,06:30:00 AM
Kolkata,Cuttack,Dolphin Bus Service (Dolphin Bus),418,0:9:30,"2+2, Seater, Non-AC,",09:00:00 PM,06:30:00 AM
Kolkata,Bhubaneswar,Royal Cruiser,439,0:9:0,VOLVO,08:00:00 PM,05:00:00 AM
Kolkata,Bhubaneswar,Dolphin Bus Service (Dolphin Bus),439,0:10:30,"2+2, Seater, Non-AC,",09:00:00 PM,07:30:00 AM
Kolkata,Bhubaneswar,Dolphin Bus Service (Dolphin Bus),439,0:9:10,"2+2, Sleeper/Seater, AC, Video",08:50:00 PM,06:00:00 AM
Kolkata,Malda,Royal Cruiser,327,0:8:30,VOLVO,08:30:00 PM,05:00:00 AM
Kolkata,Panagarh,Royal Cruiser,90,0:2:15,VOLVO,06:45:00 AM,09:00:00 AM
Kolkata,Panagarh,Royal Cruiser,130,0:3:15,VOLVO,08:30:00 AM,11:45:00 AM
Kolkata,Panagarh,Royal Cruiser,130,0:3:15,VOLVO,06:30:00 AM,09:45:00 AM
Kolkata,Panagarh,Royal Cruiser,130,0:3:15,VOLVO,04:00:00 PM,07:15:00 PM
Kolkata,Panagarh,Royal Cruiser,130,0:3:15,VOLVO,02:30:00 PM,05:45:00 PM
Kolkata,Chandikol,Dolphin Bus Service (Dolphin Bus),381,0:8:10,"2+2, Sleeper/Seater, AC, Video",08:50:00 PM,05:00:00 AM
Kolkata,Chandikol,Dolphin Bus Service (Dolphin Bus),381,0:11:0,"2+2, Push Back Seater, Non-AC, Video",07:00:00 PM,06:00:00 AM
Kolkata,Chandikol,Dolphin Bus Service (Dolphin Bus),381,0:8:30,"2+2, Sleeper/Seater, AC, Video",09:00:00 PM,05:30:00 AM
Kolkata,Chandikol,Dolphin Bus Service (Dolphin Bus),381,0:10:0,"2+2, Push Back Seater, Non-AC, Video",08:00:00 PM,06:00:00 AM
Ulhasnagar,Karad,Neeta Tours and Travels,257,0:6:30,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,05:15:00 AM
Ulhasnagar,Satara,Neeta Tours and Travels,257,0:6:0,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,04:45:00 AM
Ulhasnagar,Islampur,Neeta Tours and Travels,300,0:7:30,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,06:15:00 AM
Ulhasnagar,Mahabaleshwar,Neeta Tours and Travels,265,0:8:30,Brand New Volvo Multi-Axle A/C,10:30:00 PM,07:00:00 AM
Ulhasnagar,Kolhapur,Neeta Tours and Travels,379,0:8:0,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,06:45:00 AM
Chalisgao,Baroda,shrinath travel agency,400,0:10:0,Non A/c,10:00:00 PM,08:00:00 AM
Chalisgao,Baroda,Speedlink Travel Services,400,0:10:0,Ordinary,06:00:00 PM,04:00:00 AM
Chalisgao,Baroda,punjab travels,400,0:10:0,Non A/c,07:00:00 PM,05:00:00 AM
Chalisgao,Baroda,shrinath travel agency-brand new lcd coach,400,0:10:0,A/c,07:00:00 PM,05:00:00 AM
Chalisgao,Anand,shrinath travel agency-brand new lcd coach,420,0:10:30,A/c,07:00:00 PM,05:30:00 AM
Chalisgao,Anand,Speedlink Travel Services,440,0:11:0,Ordinary,06:00:00 PM,05:00:00 AM
Chalisgao,Anand,shrinath travel agency,420,0:10:30,Non A/c,10:00:00 PM,08:30:00 AM
Chalisgao,Anand,punjab travels,420,0:10:30,Non A/c,07:00:00 PM,05:30:00 AM
Chalisgao,Dhulia,punjab travels,240,0:6:0,Non A/c,07:00:00 PM,01:00:00 AM
Chalisgao,Dhulia,shrinath travel agency,60,0:1:30,Non A/c,10:00:00 PM,11:30:00 PM
Chalisgao,Dhulia,shrinath travel agency-brand new lcd coach,60,0:1:30,A/c,07:00:00 PM,08:30:00 PM
Chalisgao,Aurangabad,shrinath travel agency-brand new lcd coach,160,0:4:0,A/c,06:00:00 AM,10:00:00 AM
Chalisgao,Bharuch,Speedlink Travel Services,340,0:8:30,Ordinary,06:00:00 PM,02:30:00 AM
Chalisgao,Bharuch,punjab travels,300,0:7:30,Non A/c,07:00:00 PM,02:30:00 AM
Chalisgao,Ankleshwar,shrinath travel agency,320,0:8:0,Non A/c,10:00:00 PM,06:00:00 AM
Chalisgao,Ankleshwar,Speedlink Travel Services,280,0:7:0,Ordinary,06:00:00 PM,01:00:00 AM
Chalisgao,Ankleshwar,punjab travels,260,0:6:30,Non A/c,07:00:00 PM,01:30:00 AM
Chalisgao,Ankleshwar,shrinath travel agency-brand new lcd coach,320,0:8:0,A/c,07:00:00 PM,03:00:00 AM
Chalisgao,Ahmedabad,punjab travels,520,0:13:0,Non A/c,07:00:00 PM,08:00:00 AM
Chalisgao,Ahmedabad,shrinath travel agency-brand new lcd coach,480,0:12:0,A/c,07:00:00 PM,07:00:00 AM
Chalisgao,Ahmedabad,shrinath travel agency,480,0:12:0,Non A/c,10:00:00 PM,10:00:00 AM
Chalisgao,Ahmedabad,Speedlink Travel Services,520,0:13:0,Ordinary,06:00:00 PM,07:00:00 AM
Chalisgao,Kamrej,Speedlink Travel Services,278,0:6:57,Ordinary,06:00:00 PM,04:00:00 PM
Chalisgao,Nadiad,punjab travels,440,0:11:0,Non A/c,07:00:00 PM,06:00:00 AM
Chalisgao,Nadiad,Speedlink Travel Services,480,0:12:0,Ordinary,06:00:00 PM,06:00:00 AM
Chalisgao,Nadiad,shrinath travel agency,440,0:11:0,Non A/c,10:00:00 PM,09:00:00 AM
Chalisgao,Nadiad,shrinath travel agency-brand new lcd coach,440,0:11:0,A/c,07:00:00 PM,06:00:00 AM
Kondotti,Chenkalpet,Kallada Travels,599,0:14:59,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,08:44:00 AM
Kondotti,Villupuram,Kallada Travels,495,0:12:23,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,06:08:00 AM
Kondotti,Avinashi,Kallada Travels,197,0:4:56,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,10:41:00 PM
Kondotti,Tindivanam,Kallada Travels,532,0:13:18,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,07:03:00 AM
Kondotti,Chennai,Kallada Travels,654,0:16:21,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,10:06:00 AM
Kondotti,Coimbatore,Kallada Travels,164,0:4:6,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,09:51:00 PM
Kondotti,Hyderabad,Kallada Travels,941,0:23:32,Multiaxle B9R VOLVO A/C SEMI SLEEPER,01:30:00 PM,01:02:00 PM
Kondotti,Sithode,Kallada Travels,255,0:6:23,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,12:08:00 AM
Kondotti,Perundurai,Kallada Travels,235,0:5:53,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:45:00 PM,11:38:00 PM
Dwarka,Gandhinagar,Patel Tours & Travels,469,0:11:20,Luxury,08:40:00 PM,08:00:00 AM
Dwarka,Ahmedabad,Paavan travels,451,0:10:0,Non A/c,09:00:00 PM,07:00:00 AM
Dwarka,Ahmedabad,Patel Tours & Travels,451,0:10:11,Luxury,08:40:00 PM,06:51:00 AM
Dwarka,Ahmedabad,Paavan travels,451,0:10:0,Non A/c,08:15:00 PM,06:15:00 AM
Dwarka,Ahmedabad,Paavan travels,451,0:9:0,A/c,07:45:00 PM,04:45:00 AM
Dwarka,Ahmedabad,Paavan travels-volvo multi axle,451,0:9:0,A/c,01:00:00 PM,10:00:00 PM
Dwarka,Ahmedabad,Paavan travels,451,0:10:0,Non A/c,08:00:00 PM,06:00:00 AM
Dwarka,Ahmedabad,Paavan Travels,451,0:9:0,Volvo  A/c,01:00:00 PM,10:00:00 PM
Dwarka,Rajkot,Paavan travels,222,0:7:0,Non A/c,08:00:00 PM,03:00:00 AM
Dwarka,Rajkot,Paavan travels,222,0:6:0,Non A/c,08:15:00 PM,02:15:00 AM
Dwarka,Rajkot,Paavan travels,222,0:6:0,Non A/c,09:00:00 PM,03:00:00 AM
Dwarka,Jamkhambhadia,Patel Tours & Travels,1102,1:1:50,Luxury,08:40:00 PM,10:30:00 PM
Dwarka,Reliance,Paavan Travels,100,0:2:30,Non A/c,08:00:00 PM,10:30:00 PM
Dwarka,Chotila,Paavan travels,268,0:8:0,Non A/c,08:00:00 PM,04:00:00 AM
Dwarka,Chotila,Paavan travels,268,0:7:0,Non A/c,09:00:00 PM,04:00:00 AM
Dwarka,Chotila,Paavan travels,268,0:7:0,Non A/c,08:15:00 PM,03:15:00 AM
Dwarka,Jamnagar,Paavan travels,132,0:5:0,Non A/c,08:15:00 PM,01:15:00 AM
Dwarka,Jamnagar,Paavan travels,132,0:5:0,Non A/c,09:00:00 PM,02:00:00 AM
Dwarka,Jamnagar,Patel Tours & Travels,132,0:3:5,Luxury,08:40:00 PM,11:45:00 PM
Dwarka,Jamnagar,Paavan travels,132,0:4:0,Non A/c,08:00:00 PM,12:00:00 AM
Dwarka,Khambalia,Paavan Travels,77,0:2:30,Non A/c,09:00:00 PM,11:30:00 PM
Banahatti,Bangalore,Srs Travels (SRS Travels),476,0:10:30,"2+2, Executive AirBus, Non-AC, Video",06:45:00 PM,05:15:00 AM
Banahatti,Bangalore,VRL,476,0:12:30,New 2+2 Executive Air-Bus,05:45:01 PM,06:15:01 AM
Banahatti,Bangalore,Srs Travels (SRS Travels),476,0:10:30,"2+1, Sleeper, Non-AC, Non-Video",06:30:00 PM,05:00:00 AM
Banahatti,Bangalore,VRL,476,0:12:30,Sleeper / Coach(N),05:00:00 PM,05:30:00 AM
Perumanallur,Chennai,PNK SRT Travels,447,0:7:45,2+1 Executive Sleeper Coach A/C,10:15:00 PM,06:00:00 AM
Perumanallur,Chennai,Essaar,447,0:8:45,2+2 HI-TECH Non A/c,10:15:00 PM,07:00:00 AM
Perumanallur,Chennai,PNK SRT Travels,447,0:8:30,2+2 HI-TECH Non A/c,09:45:00 PM,06:15:00 AM
Koratty,Tindivanam,Kallada Travels,514,0:12:51,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,10:06:00 AM
Koratty,Dharmapuri,Kallada Travels,362,0:9:3,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:35:00 PM,07:38:00 AM
Koratty,Dharmapuri,Kallada Travels,362,0:9:3,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,07:43:00 PM
Koratty,Salem,Kallada Travels,302,0:7:33,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,06:13:00 PM
Koratty,Salem,Kallada Travels,302,0:7:33,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,04:48:00 AM
Koratty,Villupuram,Kallada Travels,477,0:11:56,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:35:00 PM,05:31:00 AM
Koratty,Villupuram,Kallada Travels,477,0:11:56,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,09:11:00 AM
Koratty,Hosur,Kallada Travels,486,0:12:9,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,10:49:00 PM
Koratty,Erode,Kallada Travels,235,0:5:53,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,03:08:00 AM
Koratty,Erode,Kallada Travels,235,0:5:53,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,04:33:00 PM
Koratty,Chenkalpet,Kallada Travels,581,0:14:32,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,11:47:00 AM
Koratty,Bangalore,Kallada Travels,498,0:12:27,SLEEPER CUM SEMI SLEEPER,09:00:00 PM,09:27:00 AM
Koratty,Bangalore,Kallada Travels,498,0:12:27,SEMI SLEEPER,09:15:00 PM,09:42:00 AM
Koratty,Bangalore,Kallada Travels,498,0:12:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,08:35:00 PM,09:02:00 AM
Koratty,Bangalore,Kallada Travels,498,0:12:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:00:00 PM,10:27:00 AM
Koratty,Bangalore,Kallada Travels,498,0:12:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:30:00 PM,10:57:00 AM
Koratty,Bangalore,Kallada Travels,498,0:12:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,11:07:00 PM
Koratty,Bangalore,Kallada Travels,498,0:12:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:35:00 PM,11:02:00 AM
Koratty,Bangalore,Kallada Travels,498,0:12:27,SEMI SLEEPER CUM SLEEPER,08:45:00 PM,09:12:00 AM
Koratty,Avinashi,Kallada Travels,178,0:4:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,01:42:00 AM
Koratty,Avinashi,Kallada Travels,178,0:4:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,03:07:00 PM
Koratty,Perundurai,Kallada Travels,217,0:5:26,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,04:06:00 PM
Koratty,Perundurai,Kallada Travels,217,0:5:26,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,02:41:00 AM
Koratty,Krishnagiri,Kallada Travels,408,0:10:12,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:35:00 PM,08:47:00 AM
Koratty,Krishnagiri,Kallada Travels,408,0:10:12,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,08:52:00 PM
Koratty,Tirupur,Kallada Travels,178,0:4:27,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,03:07:00 PM
Koratty,Puthuchery,Kallada Travels,510,0:12:45,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:35:00 PM,06:20:00 AM
Koratty,Chennai,Kallada Travels,636,0:15:54,Multiaxle B9R VOLVO A/C SEMI SLEEPER,09:15:00 PM,01:09:00 PM
Koratty,Chennai,Kallada Travels,636,0:15:54,Multiaxle B9R VOLVO A/C SEMI SLEEPER,05:35:00 PM,09:29:00 AM
Koratty,Coimbatore,Kallada Travels,145,0:3:38,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:40:00 AM,02:18:00 PM
Bareilly,Delhi,UPSRTC,255,0:5:59,Volvo,12:01:00 PM,06:00:00 PM
Bareilly,Delhi,UPSRTC,255,0:5:59,Volvo,11:00:00 PM,04:59:00 AM
Bareilly,Delhi,UPSRTC,255,0:8:0,GOLDLINE EXPRESS (NON AC),07:00:00 AM,03:00:00 PM
Bareilly,Lucknow,UPSRTC,247,0:7:15,GOLDLINE EXPRESS (NON AC),07:00:00 AM,02:15:00 PM
Bareilly,Agra,UPSRTC,227,0:6:30,GOLDLINE EXPRESS (NON AC),04:00:00 PM,10:30:00 PM
Bareilly,Agra,UPSRTC,227,0:6:30,GOLDLINE EXPRESS (NON AC),07:00:00 AM,01:30:00 PM
Bareilly,Kanpur,UPSRTC,263,0:7:0,GOLDLINE EXPRESS (NON AC),07:00:00 AM,02:00:00 PM
Dhamnod,Aurangabad,RTS Royal Star-,328,0:8:30,Non A/c,10:30:00 PM,07:00:00 AM
Dhamnod,Yeola,Hans Travels Indore-,292,0:6:5,Non A/c,10:50:00 PM,04:55:00 AM
Dhamnod,Yeola,Hans Travels Indore-,292,0:6:40,Non A/c,07:30:00 PM,02:10:00 AM
Dhamnod,Yeola,Hans Travels Indore-,292,0:6:40,A/c,11:20:00 PM,06:00:00 AM
Dhamnod,Yeola,Hans Travels Indore-,292,0:6:40,Non A/c,08:30:00 PM,03:10:00 AM
Dhamnod,Yeola,Hans Travels Indore-,292,0:6:10,Volvo  A/c,08:25:00 PM,02:35:00 AM
Dhamnod,Yeola,Hans Travels Indore-,292,0:6:40,A/c,10:15:00 PM,04:55:00 AM
Dhamnod,Manmad,Hans Travels Indore-,268,0:6:10,Non A/c,07:30:00 PM,01:40:00 AM
Dhamnod,Manmad,Hans Travels Indore-,268,0:5:35,Non A/c,10:50:00 PM,04:25:00 AM
Dhamnod,Manmad,Hans Travels Indore-,268,0:6:10,Non A/c,08:30:00 PM,02:40:00 AM
